Epoch,Train acc,Train loss,Test acc,Test loss
0,52.274,1.3382747360812428,62.11,1.0861615583866457
1,65.594,0.9855077806336191,66.73,0.9558861844147308
2,69.618,0.8715741436194886,69.43,0.8762850489797471
3,72.118,0.804019813494914,70.17,0.8605877658988856
4,73.784,0.7573949543716353,71.07,0.8109812713876555
5,74.932,0.7203010930429639,71.4,0.8231099180028408
6,75.876,0.6909863097435983,71.66,0.8067099195492419
7,77.022,0.6641076803207397,72.46,0.7835678141328353
8,77.724,0.6431558981271046,71.88,0.8164468317092219
9,78.24,0.6231141826685738,73.59,0.7756424553786652
10,78.668,0.6086175928792685,73.5,0.7695966015888166
11,79.256,0.5928261173350732,73.69,0.7660576927510998
12,79.838,0.5749186535777948,73.67,0.7636626294896572
13,80.27,0.5652111415820353,74.06,0.7657669646830498
14,80.828,0.5514392700341656,74.17,0.760056240649163
15,81.046,0.5403846716484451,73.87,0.7639934748788423
16,81.274,0.5332417545263725,73.8,0.7677481144289428
17,81.776,0.5211109924499336,73.56,0.7826341224622123
18,82.154,0.5106059962221424,73.69,0.7738583600973781
19,82.368,0.5050264154096393,73.78,0.7892144246946408
20,82.456,0.4975546398736022,73.44,0.7875482681431348
21,82.764,0.4883381949971094,74.0,0.7793947997726972
22,83.264,0.4811203688230661,74.15,0.7803524004507668
23,83.264,0.47616159245181267,74.29,0.7940530460092086
24,83.638,0.47065972298612374,73.37,0.8147169400619555
25,83.758,0.4657501634734366,74.34,0.7952423638935331
26,83.896,0.4575974307096828,73.66,0.8200689312777941
27,84.176,0.45094265421028334,73.91,0.8212980726097203
28,84.236,0.4475421562524098,73.84,0.824190434775775
29,84.504,0.439392226050272,73.77,0.8342893270752098
30,84.44,0.4402713817556191,74.11,0.8369798426386676
31,84.536,0.43561222192728916,73.31,0.8506265656103061
32,84.696,0.43049800765636326,73.9,0.8513584755644014
33,84.912,0.42381085676457875,73.52,0.8510680828667894
34,85.286,0.41989174336576096,73.71,0.8447515006306805
35,85.262,0.41802870045842416,73.31,0.8661521763741216
36,85.258,0.41354127670340524,73.39,0.8736070054995863
37,85.458,0.41023121667487544,73.6,0.8671116911912267
38,85.5,0.4076577910148274,72.95,0.8934988741633259
39,85.776,0.40469962145056565,72.99,0.8849920592730558
40,85.652,0.39867572048131156,73.62,0.8706121595599984
41,85.854,0.3990552668147685,73.4,0.8889829622039312
42,85.958,0.39380040330350247,73.72,0.8786420950406715
43,85.796,0.39589407087287026,73.72,0.8788425111317937
44,85.998,0.3894629348879275,73.14,0.9113329105739352
45,86.24,0.38714614998349145,72.87,0.9113583376136007
46,86.222,0.38267270725249025,73.69,0.8897608986383752
47,86.368,0.38139308242084424,73.35,0.912006092222431
