Epoch,Train acc,Train loss,Test acc,Test loss
0,38.984,1.6610073000573746,47.61,1.4416114303130139
1,52.18,1.317364994827134,55.36,1.239631335946578
2,57.672,1.175862881228747,58.84,1.1480104644087297
3,61.152,1.0939287970133145,61.32,1.0762958089007606
4,63.0,1.035954928763992,62.59,1.0528261299374737
5,64.628,0.989260384341335,63.2,1.0037662190727041
6,66.068,0.95621597843097,65.58,0.9599611872359167
7,67.174,0.9246939204233077,65.46,0.9563084124009821
8,68.082,0.9016972289365881,66.98,0.9252344920665403
9,68.674,0.8791729524312422,67.0,0.9187918441205085
10,69.202,0.8640508878871304,68.13,0.8942170143127441
11,69.844,0.8492433605596538,67.85,0.898222211041028
12,70.376,0.8358409630368128,68.45,0.9026535953147502
13,70.98,0.8246361241316247,69.13,0.880954454216776
14,71.008,0.8142813410600434,69.25,0.8710710376123839
15,71.346,0.8068812326397128,69.25,0.8787310372425031
16,71.864,0.7973220511470609,69.26,0.8871194161946261
17,71.84,0.7917667852948084,69.58,0.8681860739671732
18,72.086,0.7837514548807802,70.65,0.8496198586270779
19,72.304,0.7772472235552795,69.99,0.8579235423969317
20,72.442,0.77049408651069,70.07,0.8546030634566198
21,72.654,0.7659573702860976,70.47,0.8464939662172825
22,72.946,0.7583498226102355,70.32,0.8456826074213921
23,73.156,0.7557460772411903,70.45,0.8485529090784774
24,73.164,0.7514452396146477,70.44,0.8501413547540013
25,73.542,0.7475063875508126,70.84,0.8433303938636297
26,73.596,0.7413833344074161,70.87,0.8369663697254809
27,73.692,0.7388428371885548,70.64,0.8416312948057924
28,73.68,0.7362559001768947,71.18,0.8315861398660684
29,73.958,0.7306348170770709,71.17,0.8399786119219623
30,73.938,0.7298386718915857,70.65,0.8447278111795836
31,74.268,0.7226896997912765,71.05,0.8438630405860611
32,74.31,0.7216367122462338,71.16,0.8365847883345205
33,74.532,0.7183256175969263,71.07,0.836235861235027
34,74.488,0.7156027674370105,71.12,0.8307111595250383
35,74.612,0.7114859076259691,71.08,0.8233260497262206
36,74.65,0.708827059744569,71.49,0.820121822477896
37,74.794,0.7089055618056861,71.34,0.8296741134003748
38,74.904,0.7027772028580346,70.93,0.8396132429943809
39,74.892,0.7036213920549359,71.13,0.8415452588962603
40,75.188,0.6986769980481823,71.93,0.8166919086552873
41,75.18,0.6967026239923199,71.72,0.8120513324496113
42,75.046,0.6978117279384447,71.07,0.8319452080545546
43,75.292,0.6931753165429205,71.73,0.8133593322355536
44,75.16,0.6925702782543114,71.33,0.8411108889157259
45,75.318,0.6902967485625421,70.82,0.8598136049282702
46,75.38,0.68785626755651,71.78,0.8073043604440326
47,75.522,0.6847652213652725,71.88,0.8224631608286991
48,75.808,0.6843999289643125,71.62,0.8202627203132533
49,75.49,0.6851140007643444,71.37,0.8256929765773725
50,75.582,0.6818419837433359,71.6,0.8160985210273839
51,75.92,0.6811541836432484,72.0,0.8123255628573743
52,75.934,0.6809064415867067,71.43,0.8210418171520475
53,75.902,0.6770803282023086,71.88,0.8270179621780975
54,76.004,0.6754722399327456,71.52,0.8203984996940517
55,75.878,0.673562894620554,72.35,0.8126121374625194
56,75.958,0.6713239555163761,71.98,0.8209579586982727
57,76.148,0.6692147742756798,72.16,0.8193493523175204
58,76.418,0.6685075262928253,71.79,0.8206253632714476
59,76.174,0.668573113658544,72.32,0.811005673076533
60,76.346,0.6668675204981929,72.3,0.8105677871764461
