Epoch,Train acc,Train loss,Test acc,Test loss
0,39.28,1.6768739519216824,48.72,1.4064482435395447
1,52.436,1.3173277125029308,54.43,1.258729044395157
2,57.51,1.1853688683961054,58.45,1.1474382975433446
3,60.81,1.0980836755174506,61.39,1.080960958818846
4,63.174,1.0318008354862633,63.04,1.035163082653963
5,64.972,0.9856463201210627,63.63,1.0113616246211379
6,66.414,0.9493848737853262,65.26,0.98093573881101
7,67.154,0.9229519050139601,66.14,0.9448083707048923
8,68.1,0.8990995527228431,66.34,0.9353794583791419
9,69.046,0.880380100453906,67.28,0.9248416438887391
10,69.606,0.8637432590165102,67.8,0.9110477913784075
11,70.048,0.8470659452631041,68.47,0.8981323129014124
12,70.506,0.8368443409195336,67.98,0.9080108698410324
13,70.872,0.8269444728446433,68.67,0.8819624623165855
14,71.234,0.8154880474595463,68.63,0.899415793298166
15,71.424,0.8071744152347146,68.54,0.8873920259596426
16,71.952,0.799738424208463,68.64,0.8728738910035242
17,72.046,0.7923887670802339,69.17,0.8714323270169995
18,72.286,0.786000430888837,69.59,0.8644037616403797
19,72.558,0.7784786651201565,70.22,0.8540810497501229
20,72.738,0.7729115948042906,70.02,0.8560327140590812
21,72.888,0.7669792867377591,70.41,0.8463925696626494
22,73.232,0.7621461486877383,70.73,0.8454871728450437
23,73.254,0.757846980143691,71.05,0.8326705814916876
24,73.512,0.753089723608378,70.81,0.8377192050595826
25,73.704,0.7494233544830167,70.96,0.8301082494892652
26,73.788,0.7451117139338227,70.84,0.838959545274324
27,74.05,0.7402863706774114,70.67,0.8418605086169665
28,74.122,0.7380610253195019,71.09,0.8289086750791043
29,74.15,0.733496763745842,70.68,0.8283238320411006
30,74.19,0.7336706102199262,71.22,0.8241244501705411
31,74.446,0.7276058458458737,70.79,0.8318280615384066
32,74.392,0.7241355621296427,70.95,0.825567689123033
33,74.396,0.7244384798704816,71.41,0.8171103906027878
34,74.752,0.7186345161531892,71.64,0.810986227627042
35,74.736,0.7175112161642451,71.74,0.8135825297500514
36,74.916,0.7145728969665439,71.6,0.812352604503873
37,75.044,0.7126210659666135,71.18,0.8170394716383536
38,75.324,0.7075478929235502,71.1,0.816337283653549
39,75.274,0.7070229616768829,71.16,0.8161101386516909
40,75.154,0.7047008949777355,71.41,0.8163068558596358
41,75.046,0.7063781710536888,71.14,0.8207496661174146
42,75.256,0.7026455095966758,71.44,0.8166440272633033
43,75.408,0.6997597351708376,71.49,0.8151672029797035
44,75.37,0.699996891915036,72.37,0.7974384585513344
45,75.592,0.6951781721676097,71.74,0.8057995310312585
46,75.694,0.694574233820981,71.62,0.8171936039683185
47,75.524,0.6944351321291131,71.86,0.8054980545104304
48,75.72,0.6913406899213181,71.53,0.8119437883171854
49,75.61,0.6900031446953259,71.79,0.8082106083254271
50,75.636,0.6881676724804636,71.27,0.8124828904489928
51,75.956,0.6849836718548289,71.33,0.8288622407973567
52,75.774,0.6857742133652768,71.72,0.8111232187174544
53,75.908,0.6845115456739654,71.88,0.8075831706010843
54,76.114,0.680596171056523,71.45,0.8072562368610238
55,75.878,0.6815283684931752,71.27,0.8075534520269949
56,76.05,0.6812126686810838,71.71,0.7993606200701073
57,76.048,0.679447366987043,71.53,0.7972384781777104
58,76.07,0.67724838814772,71.78,0.8022534568098527
59,76.104,0.6772640955722545,72.07,0.7934088488168354
60,76.292,0.6750584022163431,71.87,0.8006934304780597
61,76.38,0.6737783370572893,71.43,0.8033332666264305
62,76.344,0.6730707337331894,72.12,0.7974264070957522
63,76.424,0.6711093007451128,71.88,0.803962234454819
64,76.58,0.6678822033697992,72.0,0.8100910835628268
65,76.438,0.6703700704495316,71.56,0.8056297973741459
66,76.368,0.6688978059974777,72.01,0.7996865141240856
67,76.504,0.6665713481433556,71.75,0.8090202333051947
68,76.616,0.6647926868532624,72.31,0.8032625951344454
69,76.712,0.6643652755128758,72.15,0.7929754928697513
70,76.606,0.663664544558586,72.4,0.7871361231502099
71,76.692,0.6639480643412646,71.93,0.7967765406717228
72,76.666,0.6621003780523529,72.19,0.7971977583969696
73,76.632,0.6623637600018241,71.82,0.8037979353832293
74,76.718,0.6602740176498433,72.09,0.793612414523016
75,76.672,0.6597104307330782,72.18,0.8050053247922584
76,76.822,0.6578705320730234,72.34,0.8006510674198971
77,76.996,0.6571038530763152,71.87,0.8170576216299322
78,76.806,0.6597409079141934,72.0,0.8088590042500556
79,76.986,0.6573470744025677,72.44,0.7970092998275274
80,76.944,0.6556855136781092,72.31,0.8009381339519839
81,77.018,0.653306052736614,71.77,0.8034372729591176
82,77.166,0.6514378062751897,72.05,0.8081788292414025
83,77.162,0.6522337724180782,72.64,0.796381565588939
84,77.23,0.6498753528308381,72.96,0.7853120414516593
85,77.278,0.651051838303466,72.44,0.7939783025391495
86,77.194,0.6524721392432747,72.38,0.8012599462195288
87,77.116,0.6506598284634788,72.21,0.8007828321637986
88,77.266,0.6485249579257673,72.37,0.7987070347689376
89,77.312,0.647653327497375,72.24,0.7994106042234204
90,77.26,0.6468010124800455,72.49,0.7977500037301944
91,77.276,0.6473711911979538,72.61,0.7953309658207471
92,77.418,0.6456521979683195,72.33,0.8012931897670408
93,77.39,0.6467117783053756,72.32,0.7886306568037106
94,77.244,0.6440472509092687,72.59,0.7834842567202411
95,77.432,0.6434359074858449,72.55,0.7918478831460204
96,77.398,0.6434031876609149,73.0,0.7863339449785933
97,77.532,0.6432048644098785,72.76,0.7899752719492852
98,77.306,0.6439941742688494,72.73,0.7920171678820743
99,77.508,0.64168422690133,72.41,0.7961358941054042
