time               ,W      ,usage_c0             ,usage_c1             ,usage_c2             ,usage_c3             ,usage_c4             ,usage_c5             ,usage_c6             ,usage_c7             ,temp4 ,temp5 ,temp6 ,temp7
1676067655.6695576 , 5.302 ,0.105                ,0.0                  ,0.0                  ,0.0                  ,0.091                ,0.13                 ,0.048                ,1.0                  , 41.0 , 42.0 , 45.0 , 49.0 ,
1676067655.8700137 , 5.34  ,0.053                ,0.0                  ,0.0                  ,0.048                ,0.0                  ,0.0                  ,0.0                  ,1.0                  , 41.0 , 41.0 , 45.0 , 49.0 ,
1676067656.070469  , 5.34  ,0.15                 ,0.0                  ,0.0                  ,0.048                ,0.048                ,0.0                  ,0.0                  ,1.0                  , 41.0 , 41.0 , 45.0 , 49.0 ,
1676067656.27092   , 5.34  ,0.053                ,0.0                  ,0.0                  ,0.05                 ,0.0                  ,0.05                 ,0.0                  ,1.0                  , 41.0 , 41.0 , 45.0 , 49.0 ,
1676067656.471384  , 5.34  ,0.15                 ,0.0                  ,0.0                  ,0.048                ,0.0                  ,0.0                  ,0.048                ,1.0                  , 40.0 , 41.0 , 45.0 , 49.0 ,
1676067656.6718524 , 5.34  ,0.1                  ,0.0                  ,0.0                  ,0.0                  ,0.05                 ,0.05                 ,0.0                  ,1.0                  , 42.0 , 41.0 , 45.0 , 48.0 ,
1676067656.8723044 , 5.34  ,0.15                 ,0.0                  ,0.0                  ,0.0                  ,0.1                  ,0.05                 ,0.048                ,1.0                  , 41.0 , 42.0 , 45.0 , 49.0 ,
1676067657.0727563 , 5.397 ,0.19                 ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.048                ,0.1                  ,1.0                  , 41.0 , 42.0 , 45.0 , 49.0 ,
1676067657.2732112 , 5.397 ,0.053                ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,1.0                  , 41.0 , 41.0 , 45.0 , 49.0 ,
1676067657.473678  , 5.397 ,0.1                  ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.048                ,0.048                ,1.0                  , 41.0 , 41.0 , 45.0 , 49.0 ,
1676067657.6741157 , 5.397 ,0.053                ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,1.0                  , 41.0 , 41.0 , 45.0 , 49.0 ,
1676067657.8745646 , 5.397 ,0.053                ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,1.0                  , 41.0 , 41.0 , 45.0 , 49.0 ,
1676067658.075018  , 5.225 ,0.15                 ,0.0                  ,0.0                  ,0.0                  ,0.048                ,0.0                  ,0.0                  ,1.0                  , 40.0 , 41.0 , 45.0 , 49.0 ,
1676067658.2754662 , 5.225 ,0.1                  ,0.0                  ,0.0                  ,0.0                  ,0.19                 ,0.0                  ,0.048                ,1.0                  , 41.0 , 42.0 , 45.0 , 49.0 ,
